5,-6.4453,32.1,69.6,7.0506,44.7,6.4,-6.2753,1
4.8,-6.4432,-58.7,-25.2,7.1608,10,295.8,-6.163,2
4.8,-6.4428,29.1,129.4,6.9609,18.7,40.3,-5.8487,1
5,-6.4408,-15.9,-74,6.9186,49.1,329.3,-6.2544,1
5,-6.4405,-41.7,-74.1,7.0322,24.1,330.3,-5.8141,2
4.9,-6.4404,28.4,129.9,6.9623,31.5,40.5,-6.0704,1
4.6,-6.4387,40.3,142.3,6.8711,46.5,47.8,-6.0499,1
4.9,-6.4384,-27.1,-176,6.9973,10,35,-6.1439,1
4.8,-6.4362,35.8,60.4,7.0362,10,0,-6.2713,1
5,-6.4359,-11.7,166.2,6.9898,60.3,41.5,-5.7088,1
4.5,-6.4334,-12.3,165.7,6.994,10,41.6,-5.8336,1
4.8,-6.4316,29.6,51.5,7.0612,10,353.7,-5.9381,1
5,-6.4313,-6.9,155.1,7.0089,34.1,43.3,-5.8724,1
5.2,-6.4281,-0.5,99.3,7.1353,61.7,30.8,-5.8382,2
4.9,-6.4279,-14.3,166.7,6.9978,35,41.3,-6.2894,1
5.1,-6.427,-9,111.4,7.1351,35,39.4,-6.1602,1
4.6,-6.4269,32.3,141.6,6.9074,10,45.4,-5.8652,2
4.5,-6.4249,0.8,-79.8,6.8053,10,328.4,-6.2311,1
5.2,-6.4242,-3.8,128.4,7.0786,51,42,-6.2478,1
4.5,-6.4239,38,142.6,6.8799,21,47.2,-6.1071,1
4.6,-6.4231,-18.4,167.7,7.0097,10,41.1,-6.0423,2
5,-6.4229,-22.6,25.1,7.2007,10,319.1,-6.2829,1
4.5,-6.4169,7.7,-80.9,6.7542,35,326.4,-6.2024,1
5.1,-6.4162,-6.4,154.5,7.0091,42.7,43.4,-5.8914,2
5,-6.4149,-32,-178.7,7.0225,10,36.4,-6.0038,1
5,-6.413,27.4,66,7.0712,10,4,-6.2941,2
4.9,-6.4121,-11,161.1,7.0039,10,42.6,-6.2541,1
5.2,-6.4106,1.6,126.6,7.0671,37.1,40.6,-6.1043,1
4.5,-6.4105,6.6,-77,6.7791,10,324.9,-6.1305,1
5,-6.4102,-54,-2.4,7.1937,14.2,285.7,-6.0018,1
4.9,-6.4095,-36.4,-97.1,6.9764,10,344.7,-6.1156,1
5,-6.4093,-19.3,168.6,7.0101,43.1,40.9,-5.9286,1
4.9,-6.4069,28.6,56.8,7.0669,10,357.5,-6.2791,1
4.5,-6.4049,47,152.9,6.7994,58.6,55.3,-6.0048,1
4.8,-6.4049,43,12.9,6.9558,10,329.2,-6.1832,1
5.1,-6.4039,22.6,121.4,7.0087,23.3,36.9,-5.9158,1
5.1,-6.4039,-33.1,-69.7,7.0064,10,328.2,-6.2632,1
5,-6.4034,-12.3,166.2,6.9924,29.6,41.5,-6.2949,1
4.7,-6.4031,-35.9,179.3,7.041,48.5,37.6,-6.0044,1
5.1,-6.4017,25.7,141.9,6.9335,55.5,44.2,-6.2935,2
4.7,-6.4014,40.4,143.1,6.8675,24.2,48.1,-6.2137,1
5.3,-6.3957,17.8,120.6,7.0287,70,36.8,-6.1479,1
5.1,-6.3943,-37.9,-75.3,7.0153,10,331.2,-6.2653,1
4.7,-6.3909,37.2,141.6,6.887,2.7,46.6,-6.0256,1
4.8,-6.3906,37.3,141.4,6.8874,14.9,46.5,-6.2816,1
5.3,-6.3904,-3,101.5,7.1387,57.2,32.9,-6.0169,1
5.2,-6.3877,-29.8,-71.7,6.9884,34.8,329.2,-6.2793,1
5.1,-6.3874,41.4,73.3,7.0074,40.8,8.8,-6.2681,1
5.1,-6.3869,-5.7,153.6,7.0094,15.8,43.4,-5.9978,1
4.8,-6.3868,45.6,151.5,6.8114,65.3,54,-5.9098,1
5.2,-6.383,-10.4,161.1,7.0017,52.2,42.5,-6.2328,1
5.5,-6.3821,-22.1,-177.6,6.9817,305.1,35.8,-6.234,2
5.1,-6.382,-7,150.8,7.0228,7.6,43.6,-6.1829,1
4.9,-6.3808,4.7,-77.2,6.7906,48.3,325.7,-6.0393,1
5.2,-6.3805,-5.3,152.4,7.0123,35,43.5,-5.9805,1
5.2,-6.3754,7.7,38.6,7.1339,10,342.5,-6.2017,1
5.2,-6.3748,-5.8,133.8,7.0697,10,43.1,-6.054,1
5.1,-6.3737,-61.4,-57,7.1214,10,315.6,-6.2471,2
5.2,-6.3735,-21.9,-174.5,6.9722,35,34.5,-6.1709,1
5.1,-6.3723,34.3,98.2,7.0118,11.4,24.9,-6.2419,1
5.3,-6.3712,-5.6,151.9,7.0145,58.8,43.5,-6.206,1
5.3,-6.3698,-2.4,133.4,7.0607,35.2,42.5,-6.1081,1
4.9,-6.3691,-28.6,-112,6.9228,10,354.6,-6.0237,1
5.1,-6.3679,35.8,60.4,7.0363,10,0,-6.2232,1
5,-6.3663,-58.1,-148.5,7.0762,14.7,20.4,-6.2134,2
4.5,-6.3655,49.7,156.3,6.7726,40.5,58.6,-6.1203,1
5.2,-6.363,19.1,121.1,7.0224,10,36.9,-6.2351,1
5,-6.3619,-55.7,-124.7,7.0551,10,3.6,-6.287,1
5.2,-6.3595,18.5,146.5,6.9458,37.8,44.2,-6.2658,1
5.5,-6.3592,-6.3,130.5,7.0803,110.5,42.9,-6.2944,2
5.1,-6.3583,39.3,74.2,7.0166,10,9.4,-6.2656,1
4.9,-6.3513,40.3,144,6.8649,14.5,48.5,-5.9895,1
5.2,-6.351,-26.9,26.8,7.2135,5,315.8,-6.0514,1
5.2,-6.3506,-28.3,-176.4,7.0032,10,35.2,-6.1033,1
5.2,-6.3503,-28.3,-176.3,7.0026,10,35.1,-6.065,1
4.9,-6.3485,-42.4,173.9,7.0735,23.8,41.3,-6.1389,1
5.2,-6.3482,12,143,6.9824,10,43.1,-6.1598,2
5.2,-6.3439,32.7,91.6,7.0286,10,20.9,-6.2902,1
5.3,-6.3437,6.5,94.9,7.1208,11.8,26.3,-6.1449,2
4.9,-6.3434,-6.5,115.7,7.1186,558,39.8,-6.1151,1
5.2,-6.3434,-28.9,-175.5,7.0034,4.6,34.8,-6.2108,1
5.2,-6.3432,-15.6,167.3,7.0009,28.5,41.2,-6.1984,2
4.8,-6.3427,-48.9,124.7,7.1858,10,67.8,-6.2821,1
4.6,-6.3422,-49.5,125.4,7.1852,10,68.2,-6.12,1
4.8,-6.3417,-17.9,-178.4,6.9667,581.5,36.4,-6.0719,1
5.3,-6.3412,28.2,104.8,7.0251,32.2,28.8,-6.047,1
5.1,-6.3397,-17,175.3,6.9818,16.2,38.8,-5.9206,1
5.4,-6.3377,-1.3,-15.8,7.0479,10,317.3,-6.1683,1
5.2,-6.3368,-15.7,-177.1,6.9531,10,36.1,-6.0916,2
4.9,-6.3327,-50.4,135.3,7.1675,10,64,-6.2654,1
5.3,-6.3327,-19.6,-174.9,6.9635,37.3,34.8,-6.1683,1
5.3,-6.3297,-10.2,160.8,7.002,35.3,42.6,-6.2618,1
5.2,-6.3293,-14.8,-173.1,6.9369,10,34.5,-5.9873,1
5.2,-6.3287,-17.6,-172.9,6.9489,5.4,34.1,-6.1386,1
5,-6.3276,-38.9,177.6,7.0547,16.4,38.8,-6.2672,1
4.5,-6.3268,-49.7,117.7,7.2,10,72.2,-6.2816,1
5,-6.3225,-49,127.5,7.1805,10,66.6,-6.1654,1
5.3,-6.319,-20.1,169.2,7.0112,43.4,40.7,-6.0022,2
4.6,-6.3189,-23.7,179.3,6.9961,543.4,37.1,-6.0779,1
5.3,-6.3162,-5.6,151.8,7.0152,10,43.5,-6.2503,1
4.8,-6.3155,-23.2,69,7.238,10,14.3,-6.0529,1
5.6,-6.3144,-19,169.6,7.0063,253,40.6,-6.2442,1
4.8,-6.3139,-53.8,159.2,7.1304,7.7,53,-6.1709,2
5.3,-6.3135,-34.7,-178.7,7.0323,10,36.6,-5.9368,1
5,-6.3063,-41.7,174.2,7.0708,0,40.9,-5.8822,1
4.8,-6.3047,13.3,-90.8,6.6597,56.5,329.7,-6.0155,1
5.2,-6.3033,-35.6,-101.7,6.9676,10,347.7,-5.9077,1
4.8,-6.3025,12.2,-88.2,6.6831,35,328.5,-6.2969,2
5.4,-6.302,-7,131.8,7.0788,10,43.2,-6.2436,2
5.4,-6.301,-5.8,153.8,7.0091,34.8,43.4,-6.1682,1
5.1,-6.3003,-49.2,121.6,7.1921,10,69.7,-6.2392,2
5.2,-6.3001,-54.1,-133.9,7.0509,0,10,-5.8798,1
5.3,-6.2996,-20.5,-173.6,6.964,10,34.2,-6.2331,2
4.9,-6.2995,-57.1,147.8,7.1556,8.7,61.9,-5.8406,2
5.1,-6.2981,37.4,141.6,6.8862,3.6,46.6,-6.1651,1
5.3,-6.2981,-11,161.6,7.0021,10,42.5,-6.259,1
5.1,-6.298,-27.3,-63.3,6.9977,558.6,325,-6.0259,2
5.3,-6.2939,-18.1,-172.6,6.9505,10,33.9,-6.1929,1
5,-6.2934,-20.8,-178.4,6.9785,593.4,36.2,-6.2399,1
4.5,-6.2918,52.6,172.3,6.6795,29.5,69.4,-6.1073,1
5.1,-6.2905,-44.3,39.1,7.2633,14,286.4,-6.2306,1
5,-6.2901,49.3,155.6,6.7772,47.8,58,-6.0551,1
5.1,-6.2857,42,138.5,6.8767,4.7,46.6,-6.1915,1
5.4,-6.2856,-10.6,164.1,6.993,38.9,42,-5.9846,2
4.7,-6.282,59.2,-30.4,6.7549,10,298,-6.2193,1
5.3,-6.2798,-9.3,-78.9,6.8691,46,330.7,-6.1923,1
4.7,-6.2789,59.6,-30.4,6.7535,9.3,297.7,-6.0632,1
5.5,-6.2777,-8.4,107,7.1427,27,37.5,-5.9662,1
5,-6.2746,-26.5,67.8,7.2473,10,14.1,-6.2932,1
5.3,-6.2741,-55,-129.6,7.0532,10,7,-6.0471,1
5.3,-6.2737,-22.9,171.5,7.0147,10,40.1,-6.0188,2
4.7,-6.2713,13.7,-91.8,6.6509,10,330.2,-6.2563,1
5.2,-6.269,-50,114.2,7.2068,10,74.4,-6.168,1
5,-6.2689,17.8,-94.6,6.5959,160.1,329.9,-5.9306,1
5.4,-6.2666,14.6,53.7,7.1203,10,354.8,-6.0475,1
5.5,-6.2666,-10.2,161.2,7.0006,57.5,42.5,-6.2815,1
5.1,-6.2622,-41.9,88.5,7.2485,10,67,-5.7986,1
5.7,-6.2621,-4.4,152,7.0105,162,43.5,-6.1779,1
5.5,-6.2589,6.4,94.8,7.1213,10,26.2,-6.204,1
5.1,-6.2552,4.7,-77.2,6.7905,0,325.8,-6.2945,1
5.4,-6.252,-16.9,-177.7,6.96,10,36.2,-6.2855,1
5.4,-6.252,-19.9,-173.2,6.9601,10,34.1,-5.9796,2
5.4,-6.2519,-19.9,-173.1,6.96,10,34,-6.2931,1
4.5,-6.2491,-29.1,61.4,7.2567,10,2.2,-5.8288,2
5.4,-6.2471,-17.8,-172.8,6.9496,10,34.1,-5.8411,1
5.4,-6.2459,18.5,147.1,6.9435,13.3,44.4,-6.2848,1
5.2,-6.242,34.6,-36.5,6.834,10,308.9,-5.9608,1
4.7,-6.2403,16.2,-98.7,6.5899,27.5,334.6,-6.1733,1
5.7,-6.2399,-9,113.2,7.131,85.9,39.9,-6.1889,1
5.1,-6.2356,-38,77.9,7.2622,10,50.2,-5.792,2
5.2,-6.2285,12,-69.6,6.7816,15,319.5,-6.2971,1
5.5,-6.2236,12.1,146.3,6.9711,18.8,43.6,-6.1062,2
5.2,-6.2224,-36.8,78.8,7.2587,10,48,-6.0558,2
5.2,-6.2219,-18.2,-177.8,6.966,608.4,36.1,-5.989,1
5.3,-6.2212,-7,-80.9,6.8491,10,331.3,-5.9576,1
5.4,-6.2202,37.5,141.6,6.8854,40.3,46.7,-6.2361,1
5.5,-6.215,-8.8,67.7,7.1973,10,8,-6.1891,1
5.3,-6.21,46.7,152.6,6.8018,56.7,55,-6.0284,1
5.2,-6.2083,7.5,-77.5,6.7709,10,324.7,-6.245,1
5.8,-6.2073,-7.2,129,7.0871,119,42.9,-6.1253,1
5.7,-6.2064,-17.3,-69.4,6.9387,159.9,327.3,-5.9845,1
5.7,-6.2055,2.8,128.2,7.0589,57.6,40.7,-5.9135,1
5.6,-6.2038,-3.9,127.2,7.082,4.1,41.8,-5.7534,1
5.1,-6.2032,-18,-178.5,6.9673,634.3,36.4,-6.14,1
5.5,-6.1971,-24.6,-173.8,6.9816,0,34.1,-6.2796,2
5.5,-6.1968,-22.6,-176,6.9792,0.2,35.1,-5.8611,2
5.6,-6.1925,-10.3,161.3,7.0007,36.2,42.5,-6.2931,1
5.3,-6.1907,-37.7,51.3,7.2734,10,326.7,-5.9734,2
5,-6.1859,61.4,-27.4,6.7573,10,298.5,-6.1937,1
5.2,-6.1851,8.9,-84.2,6.7292,24.9,327.7,-6.0389,1
5.6,-6.1827,-30.8,-71.8,6.9927,25,329.3,-6.243,1
5.6,-6.1805,-3.5,149.7,7.0148,10,43.5,-6.1013,2
5.6,-6.1787,-31.2,-71.8,6.9941,21,329.3,-6.2543,1
4.9,-6.1737,17.5,-101.2,6.5619,38.9,336.3,-6.21,1
5.6,-6.1636,-30.4,-72.2,6.9899,10,329.5,-6.2642,1
5.6,-6.159,-18.2,-178.7,6.9684,547,36.5,-5.8716,1
5.7,-6.1504,5.7,127.1,7.0526,12,40.1,-6.2383,2
5.6,-6.1476,37.2,85,7.0172,10,16.6,-5.9949,1
5.1,-6.1447,61,-27.9,6.7571,7.2,298.4,-6.1974,1
5.7,-6.1361,4.5,127.8,7.0545,0.1,40.4,-5.9704,1
5.4,-6.1347,0.8,-79.7,6.805,10,328.4,-6.2849,1
5.6,-6.1316,-57.7,-147.9,7.0739,4,20,-6.0377,2
5.9,-6.1283,-15.2,-174.9,6.9441,263,35.2,-6.1066,2
5.6,-6.1271,-18.9,176.3,6.9863,10,38.3,-6.0318,2
5.3,-6.1268,9,-82.5,6.7371,10,326.6,-6.0789,1
5.4,-6.1128,0.8,-85.4,6.7833,12.6,331.6,-6.1034,1
5.7,-6.1105,-27.4,-176.5,6.9996,16,35.2,-6.1902,1
5.1,-6.1073,51.8,-175.4,6.6022,44.4,75.5,-6.076,1
5.6,-6.0988,-40.6,176.3,7.063,0,39.7,-6.0797,1
5.8,-6.0942,-54.2,-1.4,7.1955,10,284.9,-5.7433,2
5.8,-6.0923,-5.4,151.6,7.0151,34.5,43.5,-6.1259,1
5.8,-6.0912,5.7,127.2,7.0523,13,40.1,-6.2256,1
5.8,-6.0846,7.7,124.8,7.0523,8.3,39.2,-6.2794,2
5.8,-6.0812,-30.6,-71.3,6.9927,47.6,329,-6.0172,1
5.8,-6.0809,-2.2,138.3,7.0457,8,43,-6.298,2
5.8,-6.0793,-6.3,154.8,7.0079,28.7,43.3,-5.7646,2
5.7,-6.0766,-62.7,-161.1,7.1029,10,30,-6.0808,2
5.5,-6.0727,54.4,160.6,6.7336,84,64.3,-6.0455,1
5.9,-6.0726,-6.2,147.5,7.0307,67,43.7,-5.9702,1
5.7,-6.0722,-15.3,-173,6.9389,10,34.4,-5.9284,1
4.8,-6.0693,62,-150.9,6.417,8.9,116.2,-6.0524,1
5.9,-6.0596,-11.7,-13.9,7.0844,10,315.5,-5.8369,2
5.1,-6.0556,84.9,99.7,6.7232,10,36.2,-6.2835,2
5.7,-6.0506,-58.1,148.1,7.1567,10,62.4,-6.2064,2
5.8,-6.0353,-30.2,-72.2,6.9894,9,329.5,-6.29,1
5.3,-6.0345,14.4,-93.1,6.6379,10,330.8,-5.6097,1
5.6,-6.0261,17.5,-61.1,6.7937,21.1,314.9,-5.9671,1
5.3,-6.0239,51.4,-176.5,6.6119,48.6,74.3,-6.1669,1
5.8,-6.0217,-40.7,-86.4,7.0095,10,337.8,-6.2315,1
5.9,-6.016,13.8,120.9,7.0418,12.4,37.2,-6.0756,1
5.3,-6.0155,15.4,-95.2,6.6168,10,332,-5.7067,2
5.8,-6.0145,-15.6,-177.2,6.9531,10,36.1,-5.861,2
5.5,-6.0133,11.3,-86.7,6.6985,40,328,-6.1629,1
5.4,-6.0077,17.1,-84.6,6.6614,10,323.2,-5.7007,2
5.3,-5.9894,51.8,-173.4,6.5876,30,76.6,-6.265,1
5.9,-5.9864,-30.1,-177.5,7.0126,18,35.7,-5.8278,1
5.9,-5.9838,-10.2,160.9,7.0014,12.4,42.6,-5.8734,2
5.8,-5.9802,-10.7,-74.6,6.8904,25.2,328.7,-5.9067,1
5.2,-5.9796,79.9,0.7,6.7379,1.1,308.3,-6.0299,1
5.9,-5.9775,-35.5,-73.3,7.0089,13,330.1,-6.022,1
5.9,-5.9735,-32.9,-71.6,7.0017,10,329.2,-6.0935,2
5.6,-5.97,6.1,-82.6,6.7573,10,328,-6.2425,2
5.9,-5.9699,-32.1,-72.4,6.9969,10,329.6,-6.1482,1
6,-5.968,6.1,92.3,7.1261,10,24.8,-6.2212,1
5.6,-5.9675,-9.1,-108.6,6.7975,10,351,-5.7927,2
5.3,-5.9597,52.3,-169.4,6.5556,18.8,79.7,-6.0757,1
5.5,-5.9585,54.3,169.3,6.6901,10,69.4,-6.2577,1
6,-5.9462,-10.2,161.2,7.0008,39.1,42.5,-6.0618,1
5.9,-5.9455,21.5,145.4,6.9379,12.1,44.4,-5.4071,2
5.4,-5.9438,18,-101.3,6.5549,42,336.2,-5.954,2
5.6,-5.9382,13.1,-88.9,6.6717,52,328.5,-6.274,1
6,-5.935,-30.5,-178.1,7.0156,34,36,-6.0888,1
5.9,-5.932,43.8,86.3,6.9852,13.7,17.5,-5.1722,2
5.8,-5.9259,15.1,-60.5,6.8098,39.2,315.9,-6.1828,1
5.5,-5.9214,14.3,-93,6.6391,10,330.8,-5.5059,1
5.9,-5.9201,-31.3,58.2,7.2623,10,354.4,-5.9529,1
6,-5.9161,-30.3,-177.7,7.0139,19,35.8,-5.5424,2
5,-5.9144,49.3,-129.3,5.8944,10,108.6,-5.8142,2
6,-5.9126,-45.8,37.2,7.2608,10,281.3,-6.141,2
6,-5.9113,-33,-72,7.0014,21,329.4,-5.8838,1
6,-5.9066,-8.1,160.8,6.9948,8.4,42.6,-5.6583,1
6,-5.8977,-18.4,169.4,7.0045,10,40.6,-5.8953,2
6,-5.8946,-54.3,-136.3,7.0529,10,11.6,-5.8421,2
6,-5.8944,-57.1,-142.4,7.0679,10,16.1,-6.1432,1
6,-5.8901,18.8,145.3,6.9489,586.2,44.1,-6.2524,1
6,-5.8897,21.3,144.4,6.9424,22.4,44.2,-5.5061,2
6.1,-5.8889,3.6,117.6,7.0836,6.9,37.6,-5.7803,2
5.8,-5.8818,33.7,-38.5,6.8287,10,308.8,-5.827,2
6,-5.8796,39.5,71.5,7.017,10,7.6,-5.4904,1
6.1,-5.8695,-5.3,153.2,7.0094,26,43.4,-5.4372,2
6,-5.8673,-16.2,-173.3,6.9438,12,34.4,-5.3713,2
6.2,-5.8529,-23.3,-67.8,6.97,155,327,-6.1769,1
6.1,-5.8497,-6,151.5,7.0174,6,43.6,-5.4441,2
5.3,-5.842,25.1,-109.3,6.4089,0,341.7,-5.9045,2
5.5,-5.8334,59.6,-152.7,6.4147,78,108.8,-6.1764,1
5.6,-5.8325,17,-98.9,6.5801,34,334.4,-5.4333,2
6.1,-5.8234,35.8,60.4,7.0363,13,0,-5.7126,2
5.9,-5.8161,48.3,154.2,6.7876,34,56.7,-5.9753,2
5.4,-5.8077,63.1,-151.2,6.4286,10.8,118.2,-5.932,1
6.1,-5.8062,-29.6,-72.1,6.987,6,329.4,-5.9435,2
6.1,-5.806,-31.4,-71.3,6.9964,0.1,329,-6.2014,2
6.1,-5.8056,-18.6,176.2,6.9851,10,38.4,-6.2501,2
6.1,-5.8048,-31.6,-71.7,6.9959,0,329.3,-5.6949,2
6,-5.798,13.4,-49.3,6.8712,10,315.2,-5.6492,2
5.6,-5.7943,51.5,-172.9,6.5848,16,76.5,-5.7752,2
5.8,-5.7876,11.2,-86.6,6.6999,20,328,-5.6582,2
6.2,-5.7792,8.3,137.7,7.0128,12.4,42.1,-5.8904,2
5.3,-5.7771,50.1,-130.1,5.9378,10,112.6,-5.582,2
6.2,-5.7554,-19.7,-176.5,6.9683,38.3,35.5,-5.8475,1
6.2,-5.7457,-55.8,-123.1,7.0552,12.3,2.5,-5.5914,2
6.3,-5.7315,-7.3,123.4,7.1019,0.5,42,-6.0079,1
6,-5.7307,-0.3,-80.5,6.8092,13,329.2,-5.379,2
6.3,-5.7256,-6,149.4,7.0241,31.1,43.7,-5.3862,2
6.3,-5.7145,1.9,126.4,7.0666,0,40.5,-5.7448,2
6,-5.7032,48.9,156.2,6.7765,12,58,-5.6862,2
6.3,-5.6999,-10.1,161,7.001,28.5,42.6,-5.3694,2
6.3,-5.6974,-50.6,139.4,7.16,10,62,-5.4875,2
6.3,-5.6869,-30.8,-71.3,6.9936,46,329,-5.5085,2
6.2,-5.6859,38.5,141.6,6.8815,44.8,46.9,-5.953,2
6.5,-5.5984,-22.7,25.2,7.2011,29,319,-5.3287,2
6.3,-5.5896,-15.3,-70.8,6.9252,10,327.7,-5.5586,2
6.3,-5.5651,38.9,26.4,6.9975,12,337.4,-5.0549,2
6.5,-5.5505,3.9,126.9,7.059,13,40.3,-5.0912,2
6.1,-5.5403,52.8,172.2,6.6792,10,69.6,-5.5058,2
6.5,-5.5395,9.9,125.5,7.0431,15,39.1,-5.178,2
5.7,-5.5245,50.3,-130.1,5.9402,10,113.4,-5.2773,2
6.5,-5.4712,33.2,103.9,7.0065,9,28.2,-4.9908,2
6.6,-5.3944,-31.7,-71.4,6.9973,35,329.1,-4.9733,2
6.7,-5.3787,24.8,93.7,7.0574,55,22.7,-5.4141,2
6.5,-5.3743,38.7,20.6,6.9895,11,333.9,-4.9604,2
